Site,Label,Concepticon_ID,Concepticon_Gloss
914,elephant_13,1290,ELEPHANT
915,eye_1,1248,EYE
916,eye_2,1248,EYE
917,eye_3,1248,EYE
918,eye_4,1248,EYE
919,eye_5,1248,EYE
920,eye_6,1248,EYE
921,eye_7,1248,EYE
922,eye_8,1248,EYE
923,eye_9,1248,EYE
924,eye_10,1248,EYE
925,eye_11,1248,EYE
926,eye_12,1248,EYE
927,face_1,1560,FACE
928,face_2,1560,FACE
929,face_3,1560,FACE
930,face_4,1560,FACE
931,face_5,1560,FACE
932,face_6,1560,FACE
933,face_7,1560,FACE
934,face_8,1560,FACE
935,face_9,1560,FACE
936,face_10,1560,FACE
937,face_11,1560,FACE
938,face_12,1560,FACE
939,face_13,1560,FACE
940,face_14,1560,FACE
941,face_15,1560,FACE
942,face_16,1560,FACE
943,face_17,1560,FACE
944,face_18,1560,FACE
945,face_19,1560,FACE
